order_number,line_item,order_date,customerkey,storekey,productkey,quantity,currency_code,gender,customers_city,customers_state,customers_country,customers_continent,age,product_name,brand,color,_unit_cost_usd_,_unit_price_usd_,subcategorykey,subcategory,categorykey,category,store_country,store_state,square_meters,open_date,exchange,total_price
369001,1,2016-01-04,269337,8,1301,1,CAD,Male,Rollet,Quebec,Canada,North America,28,Contoso Telephoto Conversion Lens M350 White,Contoso,White,43.69,95,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,Canada,Newfoundland and Labrador,2105,2014-07-02,1.3922,95
369001,2,2016-01-04,269337,8,1649,4,CAD,Male,Rollet,Quebec,Canada,North America,28,Contoso DVD 14-Inch Player Portable L100 Black,Contoso,Black,86.14,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",Canada,Newfoundland and Labrador,2105,2014-07-02,1.3922,1039.96
369002,1,2016-01-04,258316,8,1656,1,CAD,Male,Vernon,British Columbia,Canada,North America,58,Contoso DVD 9-Inch Player Portable M300 White,Contoso,White,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",Canada,Newfoundland and Labrador,2105,2014-07-02,1.3922,159.99
369004,1,2016-01-04,1389462,65,1961,5,USD,Male,Ann Arbor,Michigan,United States,North America,22,Litware Refrigerator 3.2CuFt E160 Green,Litware,Green,142.75,279.99,802,Refrigerators,8,Home Appliances,United States,West Virginia,1785,2012-01-01,1,1399.95
369004,2,2016-01-04,1389462,65,1991,3,USD,Male,Ann Arbor,Michigan,United States,North America,22,Fabrikam Microwave 1.6CuFt M1250 Silver,Fabrikam,Silver,82.77,179.99,803,Microwaves,8,Home Appliances,United States,West Virginia,1785,2012-01-01,1,539.97
369005,1,2016-01-04,1866637,56,183,3,USD,Male,Toledo,Ohio,United States,North America,59,SV 16xDVD M330 Silver,Southridge Video,Silver,50.13,109,202,VCD & DVD,2,TV and Video,United States,New Hampshire,1260,2015-01-01,1,327
369006,1,2016-01-04,734605,28,654,1,EUR,Female,Mornico Losana,Pavia,Italy,Europe,58,Proseware Ink Jet Wireless All-In-One Printer M400 Black,Proseware,Black,59.32,129,306,"Printers, Scanners & Fax",3,Computers,Italy,Caltanissetta,1200,2012-12-15,0.9176,129
369007,1,2016-01-04,571622,20,2510,3,EUR,Male,Birkenwerder,Brandenburg,Germany,Europe,37,Contoso Original K1m Li-Ion Standard Battery E170 White,Contoso,White,2.07,4.06,505,Cell phones Accessories,5,Cell phones,Germany,Brandenburg,1715,2012-12-15,0.9176,12.18
369007,2,2016-01-04,571622,20,2103,1,EUR,Male,Birkenwerder,Brandenburg,Germany,Europe,37,Contoso Water Heater 2.6GPM E0900 Silver,Contoso,Silver,258.99,508,804,Water Heaters,8,Home Appliances,Germany,Brandenburg,1715,2012-12-15,0.9176,508
369007,3,2016-01-04,571622,20,1578,3,EUR,Male,Birkenwerder,Brandenburg,Germany,Europe,37,SV DVD Recorder L210 Silver,Southridge Video,Silver,72.56,219,602,Movie DVD,6,"Music, Movies and Audio Books",Germany,Brandenburg,1715,2012-12-15,0.9176,657
369011,1,2016-01-04,1664824,0,1261,2,USD,Female,West Allis,Wisconsin,United States,North America,69,Contoso Multi-Use Terminal Cable E308 White,Contoso,White,18.86,36.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,Online,Online,0,2010-01-01,1,73.98
369012,1,2016-01-04,1696695,0,1423,3,USD,Male,Akron,Ohio,United States,North America,22,The Phone Company Touch Screen Phones - CRT M11 Black,The Phone Company,Black,86.91,189,503,Touch Screen Phones,5,Cell phones,Online,Online,0,2010-01-01,1,567
369012,2,2016-01-04,1696695,0,1656,1,USD,Male,Akron,Ohio,United States,North America,22,Contoso DVD 9-Inch Player Portable M300 White,Contoso,White,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,0,2010-01-01,1,159.99
369012,3,2016-01-04,1696695,0,1660,2,USD,Male,Akron,Ohio,United States,North America,22,Contoso DVD 15-Inch Player Portable L200 White,Contoso,White,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,0,2010-01-01,1,579.98
369012,4,2016-01-04,1696695,0,1610,6,USD,Male,Akron,Ohio,United States,North America,22,SV DVD 15-Inch Player Portable L200 Silver,Southridge Video,Silver,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,0,2010-01-01,1,1739.94
370000,1,2016-01-05,2032025,51,1360,4,USD,Female,Morehead,Kentucky,United States,North America,55,Contoso In front of Centrex L15 White,Contoso,White,15.57,46.99,501,Home & Office Phones,5,Cell phones,United States,Maine,1295,2010-01-01,1,187.96
370000,2,2016-01-05,2032025,51,1158,4,USD,Female,Morehead,Kentucky,United States,North America,55,Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Black,Fabrikam,Black,516.86,1560,405,Camcorders,4,Cameras and camcorders,United States,Maine,1295,2010-01-01,1,6240
370000,3,2016-01-05,2032025,51,457,2,USD,Female,Morehead,Kentucky,United States,North America,55,WWI Desktop PC1.60 E1600 White,Wide World Importers,White,112.14,219.95,303,Desktops,3,Computers,United States,Maine,1295,2010-01-01,1,439.9
370001,1,2016-01-05,1884908,61,1107,3,USD,Male,Lock Haven,Pennsylvania,United States,North America,70,"Contoso SLR Camera 35"" M358 Orange",Contoso,Orange,164.63,358,402,Digital SLR Cameras,4,Cameras and camcorders,United States,South Carolina,2000,2012-12-15,1,1074
370001,2,2016-01-05,1884908,61,1591,3,USD,Male,Lock Haven,Pennsylvania,United States,North America,70,SV DVD 55DVD Storage Binder M56 Silver,Southridge Video,Silver,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",United States,South Carolina,2000,2012-12-15,1,37.98
370001,3,2016-01-05,1884908,61,1544,7,USD,Male,Lock Haven,Pennsylvania,United States,North America,70,The Phone Company PDA Phone Unlocked 3.7 inches M510 Silver,The Phone Company,Silver,109.45,238,504,Smart phones & PDAs,5,Cell phones,United States,South Carolina,2000,2012-12-15,1,1666
370003,1,2016-01-05,2092033,66,836,8,USD,Male,Anniston,Alabama,United States,North America,28,Contoso USB Wave Multi-Media Keyboard E280 Grey,Contoso,Grey,8.11,15.9,308,Computers Accessories,3,Computers,United States,Wyoming,840,2014-01-01,1,127.2
370003,2,2016-01-05,2092033,66,1529,3,USD,Male,Anniston,Alabama,United States,North America,28,The Phone Company PDA Handheld 3.5 inch M610 Black,The Phone Company,Black,117.27,255,504,Smart phones & PDAs,5,Cell phones,United States,Wyoming,840,2014-01-01,1,765
370004,1,2016-01-05,1473090,43,1251,2,USD,Female,Los Angeles,California,United States,North America,39,Contoso Travel Charger for S-Series Battery E302 Black,Contoso,Black,30.58,59.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,United States,Alaska,1190,2015-01-01,1,119.98
370005,1,2016-01-05,584095,24,1610,2,EUR,Male,Darmstadt,Hessen,Germany,Europe,87,SV DVD 15-Inch Player Portable L200 Silver,Southridge Video,Silver,96.08,289.99,602,Movie DVD,6,"Music, Movies and Audio Books",Germany,Hessen,1855,2012-12-15,0.9306,579.98
370005,2,2016-01-05,584095,24,1594,4,EUR,Male,Darmstadt,Hessen,Germany,Europe,87,SV DVD 38 DVD Storage Binder E25 Red,Southridge Video,Red,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",Germany,Hessen,1855,2012-12-15,0.9306,39.96
370006,1,2016-01-05,661636,16,1272,6,EUR,Female,LIMOGES,Limousin,France,Europe,78,Contoso Lens Cap Keeper E314 White,Contoso,White,3.54,6.95,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,France,Limousin,385,2010-06-03,0.9306,41.7
370007,1,2016-01-05,623659,15,267,1,EUR,Female,HOUILLES,Île-de-France,France,Europe,44,Contoso Home Theater System 2.1 Channel M1210 White,Contoso,White,167.73,329,203,Home Theater System,2,TV and Video,France,La RÃ©union,400,2015-01-01,0.9306,329
370007,2,2016-01-05,623659,15,126,7,EUR,Female,HOUILLES,Île-de-France,France,Europe,44,"Adventure Works 19"" Color Digital TV E35 Black",Adventure Works,Black,73.11,143.4,201,Televisions,2,TV and Video,France,La RÃ©union,400,2015-01-01,0.9306,1003.8
370008,1,2016-01-05,183264,4,2105,1,AUD,Male,GAGEBROOK,Tasmania,Australia,Australia,59,Contoso Water Heater 7.2GPM X1800 Grey,Contoso,Grey,488.7,1475,804,Water Heaters,8,Home Appliances,Australia,Tasmania,2000,2010-01-01,1.3942,1475
370010,1,2016-01-05,1393738,48,1709,3,USD,Male,Boise,Idaho,United States,North America,41,MGS Gears of War M170,Tailspin Toys,Blue,32.25,70.13,702,Download Games,7,Games and Toys,United States,Idaho,1540,2012-12-15,1,210.39
370010,2,2016-01-05,1393738,48,2113,10,USD,Male,Boise,Idaho,United States,North America,41,Contoso Water Heater 2.6GPM E0900 Red,Contoso,Red,258.99,508,804,Water Heaters,8,Home Appliances,United States,Idaho,1540,2012-12-15,1,5080
370010,3,2016-01-05,1393738,48,2088,2,USD,Male,Boise,Idaho,United States,North America,41,Contoso Water Heater 2.6GPM E0900 White,Contoso,White,258.99,508,804,Water Heaters,8,Home Appliances,United States,Idaho,1540,2012-12-15,1,1016
370011,1,2016-01-05,1522590,47,32,2,USD,Female,Baltimore,Maryland,United States,North America,75,Contoso 32GB Video MP3 Player M3200 Pink,Contoso,Pink,84.49,255,101,MP4&MP3,1,Audio,United States,Hawaii,1120,2015-04-04,1,510
370012,1,2016-01-05,1780669,53,1585,3,USD,Male,New York,New York,United States,North America,54,SV DVD 60 DVD Storage Binder L20 Black,Southridge Video,Black,7.58,22.89,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Montana,1260,2012-06-06,1,68.67
370012,2,2016-01-05,1780669,53,1689,2,USD,Male,New York,New York,United States,North America,54,SV Hand Games for 12-16 boys E60 Yellow,Southridge Video,Yellow,2.54,4.98,701,Boxed Games,7,Games and Toys,United States,Montana,1260,2012-06-06,1,9.96
370013,1,2016-01-05,5097,6,5,2,AUD,Female,Mount Pleasant,Queensland,Australia,Australia,81,Contoso 2G MP3 Player E200 Red,Contoso,Red,11,21.57,101,MP4&MP3,1,Audio,Australia,Western Australia,2000,2010-01-01,1.3942,43.14
370014,1,2016-01-05,1475886,51,1622,2,USD,Male,Bensenville,Illinois,United States,North America,69,Contoso DVD Recorder L200 Black,Contoso,Black,72.56,219,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Maine,1295,2010-01-01,1,438
370014,2,2016-01-05,1475886,51,2110,1,USD,Male,Bensenville,Illinois,United States,North America,69,Contoso Water Heater 7.2GPM X1800 Red,Contoso,Red,488.7,1475,804,Water Heaters,8,Home Appliances,United States,Maine,1295,2010-01-01,1,1475
370014,3,2016-01-05,1475886,51,1694,2,USD,Male,Bensenville,Illinois,United States,North America,69,SV Hand Games women M40 Black,Southridge Video,Black,4.08,8.88,701,Boxed Games,7,Games and Toys,United States,Maine,1295,2010-01-01,1,17.76
371000,1,2016-01-06,728834,30,81,2,EUR,Female,San Miniato,Pisa,Italy,Europe,25,NT Wireless Bluetooth Stereo Headphones E302 Black,Northwind Traders,Black,18.65,40.55,106,Bluetooth Headphones,1,Audio,Italy,Pesaro,2100,2008-01-12,0.9309,81.1
371001,1,2016-01-06,76021,2,77,3,AUD,Male,MAYFIELD,New South Wales,Australia,Australia,63,NT Bluetooth Active Headphones E202 Silver,Northwind Traders,Silver,17.45,37.95,106,Bluetooth Headphones,1,Audio,Australia,Northern Territory,665,2008-01-12,1.4138,113.85
371001,2,2016-01-06,76021,2,945,2,AUD,Male,MAYFIELD,New South Wales,Australia,Australia,63,A. Datum Rangefinder Digital Camera X200 Black,A. Datum,Black,66.26,200,401,Digital Cameras,4,Cameras and camcorders,Australia,Northern Territory,665,2008-01-12,1.4138,400
371001,3,2016-01-06,76021,2,1033,1,AUD,Male,MAYFIELD,New South Wales,Australia,Australia,63,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure,A. Datum,Azure,88.79,268,401,Digital Cameras,4,Cameras and camcorders,Australia,Northern Territory,665,2008-01-12,1.4138,268
371001,4,2016-01-06,76021,2,1581,5,AUD,Male,MAYFIELD,New South Wales,Australia,Australia,63,SV DVD Recorder L240 Gold,Southridge Video,Gold,72.56,219,602,Movie DVD,6,"Music, Movies and Audio Books",Australia,Northern Territory,665,2008-01-12,1.4138,1095
371002,1,2016-01-06,1955971,53,80,4,USD,Male,New York,New York,United States,North America,22,NT Wireless Bluetooth Stereo Headphones E302 Yellow,Northwind Traders,Yellow,18.65,40.55,106,Bluetooth Headphones,1,Audio,United States,Montana,1260,2012-06-06,1,162.2
371002,2,2016-01-06,1955971,53,2171,3,USD,Male,New York,New York,United States,North America,22,Fabrikam Coffee Maker Auto 10C M100 Silver,Fabrikam,Silver,343.05,745.99,805,Coffee Machines,8,Home Appliances,United States,Montana,1260,2012-06-06,1,2237.97
371003,1,2016-01-06,778259,28,1074,6,EUR,Female,Borsano,Varese,Italy,Europe,63,A. Datum SLR Camera M142 Orange,A. Datum,Orange,143.48,312,402,Digital SLR Cameras,4,Cameras and camcorders,Italy,Caltanissetta,1200,2012-12-15,0.9309,1872
371003,2,2016-01-06,778259,28,127,2,EUR,Female,Borsano,Varese,Italy,Europe,63,"Adventure Works 19"" Color Digital TV E35 White",Adventure Works,White,73.11,143.4,201,Televisions,2,TV and Video,Italy,Caltanissetta,1200,2012-12-15,0.9309,286.8
371003,3,2016-01-06,778259,28,333,5,EUR,Female,Borsano,Varese,Italy,Europe,63,SV Car Video TFT7 M7002 Brown,Southridge Video,Brown,162.64,319,205,Car Video,2,TV and Video,Italy,Caltanissetta,1200,2012-12-15,0.9309,1595
371003,4,2016-01-06,778259,28,1627,4,EUR,Female,Borsano,Varese,Italy,Europe,63,Contoso DVD 48 DVD Storage Binder M50 Black,Contoso,Black,8.27,17.99,602,Movie DVD,6,"Music, Movies and Audio Books",Italy,Caltanissetta,1200,2012-12-15,0.9309,71.96
371003,5,2016-01-06,778259,28,64,1,EUR,Female,Borsano,Varese,Italy,Europe,63,WWI 2GB Spy Video Recorder Pen M300 Silver,Wide World Importers,Silver,83.24,181,104,Recording Pen,1,Audio,Italy,Caltanissetta,1200,2012-12-15,0.9309,181
371003,6,2016-01-06,778259,28,1997,3,EUR,Female,Borsano,Varese,Italy,Europe,63,Fabrikam Microwave 1.6CuFt M1250 Grey,Fabrikam,Grey,82.77,179.99,803,Microwaves,8,Home Appliances,Italy,Caltanissetta,1200,2012-12-15,0.9309,539.97
371004,1,2016-01-06,1378439,0,1305,8,USD,Female,Jackson,Mississippi,United States,North America,31,Contoso Lens Adapter M450 Silver,Contoso,Silver,31.27,68,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,Online,Online,0,2010-01-01,1,544
371005,1,2016-01-06,1923558,48,58,1,USD,Female,Baton Rouge,Louisiana,United States,North America,28,WWI 1GB Digital Voice Recorder Pen E100 Red,Wide World Importers,Red,79.53,156,104,Recording Pen,1,Audio,United States,Idaho,1540,2012-12-15,1,156
371005,2,2016-01-06,1923558,48,32,7,USD,Female,Baton Rouge,Louisiana,United States,North America,28,Contoso 32GB Video MP3 Player M3200 Pink,Contoso,Pink,84.49,255,101,MP4&MP3,1,Audio,United States,Idaho,1540,2012-12-15,1,1785
371006,1,2016-01-06,1501383,0,1279,1,USD,Male,Dallas,Texas,United States,North America,28,Contoso General Soft Carrying Case E318 Black,Contoso,Black,7.64,14.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,Online,Online,0,2010-01-01,1,14.99
371007,1,2016-01-06,1378439,0,1639,1,USD,Female,Jackson,Mississippi,United States,North America,31,Contoso DVD 38 DVD Storage Binder E25 Red,Contoso,Red,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,0,2010-01-01,1,9.99
371008,1,2016-01-06,2053617,50,961,1,USD,Female,Fort Myers,Florida,United States,North America,55,A. Datum Ultra Compact Digital Camera M190 Grey,A. Datum,Grey,75.88,165,401,Digital Cameras,4,Cameras and camcorders,United States,Kansas,2000,2008-03-06,1,165
371008,2,2016-01-06,2053617,50,1626,7,USD,Female,Fort Myers,Florida,United States,North America,55,Contoso DVD Recorder L240 Gold,Contoso,Gold,72.56,219,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Kansas,2000,2008-03-06,1,1533
371010,1,2016-01-06,1716584,53,2491,5,USD,Male,Hickory Hills,Illinois,United States,North America,47,Cigarette Lighter Adapter for Contoso Phones E110 Black,Contoso,Black,12.74,24.99,505,Cell phones Accessories,5,Cell phones,United States,Montana,1260,2012-06-06,1,124.95
371010,2,2016-01-06,1716584,53,1631,7,USD,Male,Hickory Hills,Illinois,United States,North America,47,Contoso DVD 55DVD Storage Binder M56 Black,Contoso,Black,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",United States,Montana,1260,2012-06-06,1,88.62
371011,1,2016-01-06,776266,0,458,5,EUR,Male,Gorgona Isola,Livorno,Italy,Europe,50,WWI Desktop PC1.80 E1800 White,Wide World Importers,White,117.21,229.9,303,Desktops,3,Computers,Online,Online,0,2010-01-01,0.9309,1149.5
371011,2,2016-01-06,776266,0,1573,3,EUR,Male,Gorgona Isola,Livorno,Italy,Europe,50,SV DVD Player M120 White,Southridge Video,White,27.13,58.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,0,2010-01-01,0.9309,176.97
371011,3,2016-01-06,776266,0,32,5,EUR,Male,Gorgona Isola,Livorno,Italy,Europe,50,Contoso 32GB Video MP3 Player M3200 Pink,Contoso,Pink,84.49,255,101,MP4&MP3,1,Audio,Online,Online,0,2010-01-01,0.9309,1275
371012,1,2016-01-06,363872,8,147,1,CAD,Female,Montreal,Quebec,Canada,North America,35,"Adventure Works 52"" LCD HDTV X590 White",Adventure Works,White,960.82,2899.99,201,Televisions,2,TV and Video,Canada,Newfoundland and Labrador,2105,2014-07-02,1.4091,2899.99
371012,2,2016-01-06,363872,8,1576,1,CAD,Female,Montreal,Quebec,Canada,North America,35,SV DVD Movies E100 Yellow,Southridge Video,Yellow,6.62,12.99,602,Movie DVD,6,"Music, Movies and Audio Books",Canada,Newfoundland and Labrador,2105,2014-07-02,1.4091,12.99
371012,3,2016-01-06,363872,8,1642,3,CAD,Female,Montreal,Quebec,Canada,North America,35,Contoso DVD External DVD Burner M200 Black,Contoso,Black,26.62,57.88,602,Movie DVD,6,"Music, Movies and Audio Books",Canada,Newfoundland and Labrador,2105,2014-07-02,1.4091,173.64
371014,1,2016-01-06,1161615,40,89,4,GBP,Male,LOWER END,Daventry,United Kingdom,Europe,43,NT Wireless Transmitter and Bluetooth Headphones M150 Blue,Northwind Traders,Blue,49.69,149.99,106,Bluetooth Headphones,1,Audio,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06,0.6837,599.96
371014,2,2016-01-06,1161615,40,337,3,GBP,Male,LOWER END,Daventry,United Kingdom,Europe,43,SV Car Video LCD7 M7001 Brown,Southridge Video,Brown,151.3,329,205,Car Video,2,TV and Video,United Kingdom,Dungannon and South Tyrone,1300,2012-06-06,0.6837,987
371015,1,2016-01-06,1669745,0,1679,5,USD,Male,Tallahassee,Florida,United States,North America,62,MGS Hand Games for kids E300 Silver,Tailspin Toys,Silver,2.8,5.5,701,Boxed Games,7,Games and Toys,Online,Online,0,2010-01-01,1,27.5
371015,2,2016-01-06,1669745,0,1659,1,USD,Male,Tallahassee,Florida,United States,North America,62,Contoso DVD 14-Inch Player Portable L100 White,Contoso,White,86.14,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,0,2010-01-01,1,259.99
371015,3,2016-01-06,1669745,0,1228,1,USD,Male,Tallahassee,Florida,United States,North America,62,"Fabrikam Independent Filmmaker 1"" 25mm X400 Blue",Fabrikam,Blue,536.74,1620,405,Camcorders,4,Cameras and camcorders,Online,Online,0,2010-01-01,1,1620
371015,4,2016-01-06,1669745,0,1458,4,USD,Male,Tallahassee,Florida,United States,North America,62,The Phone Company Touch Screen Phones - LCD M12 Gold,The Phone Company,Gold,91.97,200,503,Touch Screen Phones,5,Cell phones,Online,Online,0,2010-01-01,1,800
371016,1,2016-01-06,879778,32,1704,2,EUR,Male,Rozenburg,Zuid-Holland,Netherlands,Europe,52,SV Hand Games for students E40 Silver,Southridge Video,Silver,3.56,6.99,701,Boxed Games,7,Games and Toys,Netherlands,Flevoland,910,2010-01-01,0.9309,13.98
371017,1,2016-01-06,1918687,61,2084,5,USD,Male,Greensboro,North Carolina,United States,North America,41,Contoso Microwave 0.8CuFt E0080 Black,Contoso,Black,48.43,94.99,803,Microwaves,8,Home Appliances,United States,South Carolina,2000,2012-12-15,1,474.95
371017,2,2016-01-06,1918687,61,2365,1,USD,Male,Greensboro,North Carolina,United States,North America,41,Contoso Air conditioner 8000BTU M0320 Silver,Contoso,Silver,183.94,399.99,807,Air Conditioners,8,Home Appliances,United States,South Carolina,2000,2012-12-15,1,399.99
371018,1,2016-01-06,1041466,36,534,1,GBP,Male,ASHBY DE LA ZOUCH,Leicester,United Kingdom,Europe,55,WWI LCD19 E107 White,Wide World Importers,White,70.87,139,304,Monitors,3,Computers,United Kingdom,Armagh,1300,2014-07-02,0.6837,139
